#specObjID,spiral,elliptical,petroMag_u,petroMag_g,petroMag_r,z
305146119258662912,0,1,24.43616,18.92077,17.48854,0.217612
305146943892383744,1,0,20.45218,18.56735,17.59433,0.09234206
305147493648197632,1,0,20.46667,18.75056,17.83136,0.09330044
305149142915639296,0,1,17.54745,15.73042,14.72799,0.09357442
305151616816801792,1,0,18.44351,16.8867,16.31763,0.04713511
305152441450522624,0,1,17.91849,16.52855,15.49589,0.09844736
305154915351685120,1,0,19.87502,17.45396,16.66404,0.06973302
305156014863312896,1,0,19.63166,18.21984,17.37331,0.07109754
305156839497033728,1,0,19.62466,17.77319,16.89009,0.06171828
305157939008661504,1,0,18.80702,17.75072,17.07982,0.1037654
305158763642382336,1,0,19.37726,17.71277,16.9733,0.09296343
305160138031917056,1,0,18.19701,17.04805,16.4947,0.09240983
305160962665637888,1,0,18.2521,16.64641,16.00966,0.04708967
305161512421451776,1,0,19.12314,17.25679,16.30853,0.09228784
305166185345869824,1,0,18.99201,17.47437,16.78165,0.09604297
305166460223776768,0,1,20.95106,18.64828,17.80424,0.06398848
305168109491218432,1,0,18.88039,17.65012,17.2022,0.06483664
305168384369125376,0,1,19.66212,17.7147,16.8167,0.06397337
305169483880753152,1,0,18.05292,16.31476,15.43239,0.0329841
305171133148194816,1,0,19.30096,18.09579,17.40032,0.1140956
305172782415636480,1,0,20.05056,18.26686,17.50927,0.06320269
305175256316798976,1,0,18.65995,17.39491,16.81775,0.0702217
305177455340054528,1,0,18.09191,16.93696,16.5487,0.04417122
305179929241217024,1,0,18.44329,17.02113,16.40792,0.06291114
305180204119123968,1,0,19.42886,18.21889,17.40951,0.0979765
305180478997030912,1,0,20.01733,18.24335,17.26438,0.1244505
305180753874937856,1,0,19.53739,17.81717,16.87906,0.0709769
305182128264472576,1,0,19.45387,17.66515,16.90683,0.05002861
305184052409821184,1,0,19.9353,18.25188,17.40362,0.06298256
305184877043542016,1,0,20.64955,18.79168,17.87918,0.1259797
305187076066797568,1,0,18.82256,17.7396,17.293,0.05977195
305188175578425344,1,0,16.69377,14.71543,13.87444,0.04901973
305189000212146176,0,1,19.03679,17.11617,16.22768,0.04809754
305189275090053120,0,1,18.86634,16.96729,15.96808,0.09812863
305191474113308672,1,0,18.85297,17.49828,16.79003,0.06982315
305192573624936448,1,0,19.31733,18.115,17.45755,0.08338461
305192848502843392,1,0,19.69101,18.57256,17.8071,0.1961375
305193123380750336,0,1,17.19869,15.3635,14.44261,0.07061815
305196971671447552,1,0,19.36485,18.2156,17.60294,0.09295561
305201369717958656,0,1,18.31297,16.48,15.60907,0.04470693
305201644595865600,1,0,19.43865,18.11843,17.2862,0.08474722
305202194351679488,1,0,19.76034,17.88557,16.94542,0.08445486
305203568741214208,1,0,18.95437,17.86896,17.15006,0.1234957
305205492886562816,0,1,20.90475,18.9911,17.61779,0.2043797
305206042642376704,0,1,20.97885,18.54639,17.17301,0.2043857
305208516543539200,1,0,20.99895,17.84075,17.05654,0.1440155
305214014101678080,1,0,18.8752,17.40308,16.57654,0.09730428
305214288979585024,1,0,19.46809,17.5397,16.52888,0.07072148
305214563857491968,0,1,17.60229,16.06902,15.23841,0.07067554
305215938247026688,1,0,18.28337,17.25694,16.91199,0.09473247
305217312636561408,0,1,18.19757,16.18569,15.2085,0.09037467
305220886049351680,1,0,18.54914,17.56469,16.99199,0.1218233
305221710683072512,1,0,20.70232,18.55708,17.66002,0.07054671
305222260438886400,1,0,20.32274,18.7842,17.77607,0.110648
305227483119118336,1,0,19.65164,17.68105,16.75339,0.09383581
305228857508653056,0,1,18.41066,16.4318,15.49419,0.07160487
305231056531908608,1,0,19.50291,17.98182,17.31075,0.0002100094
305232980677257216,1,0,21.1307,18.59031,17.66291,0.07953206
305234355066791936,1,0,17.6601,16.29795,15.69644,0.07928143
305234629944698880,1,0,19.47948,18.0797,17.38532,0.09698364
305234904822605824,1,0,18.57097,17.14777,16.43068,0.09584197
305235179700512768,1,0,19.37779,17.59129,16.72468,0.07038519
305237928479582208,1,0,19.90881,18.60301,17.77189,0.06291179
305242876281907200,1,0,18.23857,16.95081,16.41402,0.04860517
305245075305162752,0,1,20.28031,18.35229,17.13816,0.1487465
305245350183069696,1,0,19.45854,17.89897,17.25959,0.07635833
305245899938883584,1,0,19.0073,17.29371,16.49583,0.09808913
305246174816790528,1,0,19.7578,17.90132,17.1728,0.09488719
305246724572604416,0,1,18.32238,16.50763,15.68983,0.04940629
305247274328418304,1,0,18.74622,17.41131,16.9187,0.02112597
305247824084232192,1,0,19.39886,17.87847,17.18986,0.09408951
305248648717953024,1,0,18.98209,17.79747,17.34854,0.09737416
305249198473766912,1,0,19.41349,17.87601,17.08281,0.1167877
305249748229580800,1,0,18.54728,17.33265,16.79079,0.09481686
305250023107487744,0,1,19.01701,17.17949,16.27478,0.09595764
305250847741208576,1,0,20.70297,18.4237,17.54143,0.06966292
305251122619115520,1,0,19.25531,18.03875,17.34465,0.07206945
305251397497022464,1,0,19.02921,17.81356,17.36003,0.09658662
305251672374929408,1,0,18.8955,17.57567,16.86554,0.0466034
305251947252836352,1,0,20.19334,18.25461,17.36243,0.0956322
305253046764464128,1,0,19.09468,17.73248,17.00628,0.09462593
305253871398184960,1,0,18.93717,17.50684,16.72395,0.1471941
305254146276091904,1,0,19.53097,18.06746,17.27437,0.06209708
305254421153998848,1,0,19.34983,17.45273,16.60077,0.07008418
305256620177254400,0,1,21.25325,19.27362,17.66721,0.2661946
305257444810975232,0,1,18.80332,17.10631,16.16043,0.0208566
305258544322603008,1,0,20.11842,18.24401,17.35274,0.09535814
305258819200509952,0,1,18.3717,16.39358,15.4056,0.09555726
305259094078416896,0,1,19.72838,17.98287,16.99661,0.09563772
305259643834230784,1,0,19.24986,18.14763,17.75759,0.09454246
305260193590044672,1,0,20.11229,18.14,17.28685,0.06310865
305260743345858560,1,0,18.17175,16.68295,15.89912,0.09553487
305270089194694656,1,0,18.9896,17.42996,16.65423,0.06404451
305271463584229376,1,0,19.93791,18.5526,17.56381,0.09606256
305271738462136320,1,0,19.29669,18.06566,17.44611,0.09665173
305273112851671040,1,0,19.27414,17.95718,17.29623,0.07774104
305275036997019648,1,0,18.72575,16.96422,16.25408,0.0645521
305276411386554368,0,1,19.70074,19.11942,17.59197,0.2206051
305279160165623808,1,0,16.37675,14.94767,14.36563,0.02148222
305279984799344640,1,0,17.65946,15.85166,15.04863,0.02134296
305281359188879360,1,0,20.04477,18.49935,17.6171,0.1121394
305283833090041856,1,0,20.58974,18.61085,17.77209,0.0785201
305285757235390464,1,0,19.28809,17.71744,16.93986,0.0710241
305287131624925184,1,0,19.54026,18.09774,17.30931,0.09840634
305287406502832128,1,0,19.03835,17.70257,16.93775,0.09599821
305288506014459904,1,0,17.06747,15.65522,14.94885,0.05533539
305289330648180736,1,0,18.82957,17.51167,16.8191,0.0585773
305289605526087680,1,0,18.93838,17.728,17.13325,0.06253219
305290155281901568,1,0,18.43385,17.21204,16.63552,0.09462369
305290430159808512,1,0,19.97599,18.34483,17.2993,0.1112022
305290705037715456,0,1,18.17734,16.21362,15.29034,0.07134143
305291254793529344,1,0,19.74396,18.11099,17.19634,0.07149646
305291529671436288,1,0,19.42543,17.85019,16.91739,0.07132712
305291804549343232,1,0,19.20674,17.28927,16.32555,0.07137506
305292079427250176,0,1,18.81015,17.04272,16.05296,0.1111002
305292354305157120,1,0,20.69868,18.33089,17.44069,0.09639543
305293178938877952,1,0,20.09991,18.4035,17.39244,0.09406105
305293453816784896,1,0,19.91796,18.25314,17.53848,0.1127164
305294278450505728,0,1,19.37884,17.32853,16.34432,0.1096946
306246181615331328,1,0,18.47725,17.19654,16.48139,0.09265133
306247006249052160,1,0,18.71585,17.70837,17.0405,0.1134811
306247281126959104,1,0,18.67054,17.47485,16.90869,0.062991
306248655516493824,1,0,19.03116,17.93259,17.23427,0.1141461
306249480150214656,1,0,19.39382,18.18784,17.46257,0.1269418
306251404295563264,1,0,17.46835,15.9634,15.13545,0.03494354
306251679173470208,0,1,20.72198,19.57179,18.01945,0.2224611
306252228929284096,1,0,18.56796,17.08554,16.3553,0.06377484
306252503807191040,1,0,19.91244,18.70602,17.85121,0.1166228
306253328440911872,0,1,19.18276,16.89599,15.86113,0.09450503
306253878196725760,1,0,19.13487,17.95632,17.41132,0.09498288
306254153074632704,1,0,19.65592,17.70082,16.80741,0.118056
306259100876957696,1,0,19.1052,17.55982,16.73442,0.1025161
306262124533934080,1,0,20.00577,18.62256,17.87677,0.1090757
306262949167654912,1,0,20.65397,18.52197,17.59069,0.1151731
306263224045561856,1,0,20.43772,18.95519,17.8395,0.1661762
306264598435096576,1,0,19.05643,18.0279,17.71786,0.05642423
306265148190910464,1,0,19.59393,17.93697,17.06657,0.09610251
306265697946724352,1,0,20.29172,18.25566,17.39395,0.09679725
306266522580445184,1,0,19.47693,17.68035,16.72853,0.09754699
306267622092072960,1,0,16.94309,15.4214,14.802,0.03607096
306271195504863232,1,0,16.83029,15.56112,15.04987,0.03448598
306272844772304896,0,1,17.07648,15.48184,14.69111,0.03457265
306273944283932672,1,0,20.12176,18.33192,17.15479,0.1599996
306277242818816000,1,0,19.78987,18.07573,17.18114,0.09420384
306279441842071552,1,0,20.15836,18.75823,17.84097,0.2165986
306280266475792384,1,0,19.30089,18.12995,17.25498,0.1549687
306280816231606272,1,0,18.51624,17.51518,17.13252,0.06145701
306282740376954880,1,0,17.88537,16.42034,15.85071,0.04184173
306285214278117376,0,1,20.09989,18.5729,17.28784,0.1699974
306286863545559040,1,0,18.09408,16.69624,15.72707,0.1045002
306287413301372928,1,0,18.90543,17.85065,17.3492,0.06251474
306288237935093760,1,0,19.28252,18.21218,17.50457,0.161758
306290162080442368,0,1,19.24095,17.54064,16.40477,0.1575679
306290436958349312,1,0,18.79125,17.65094,17.14151,0.06464006
306290986714163200,0,1,20.71179,18.52407,17.28565,0.1307617
306294010371139584,1,0,19.00556,17.8384,17.27323,0.08413917
306294835004860416,1,0,19.82612,17.87838,16.95509,0.09556105
306295384760674304,0,1,17.7926,16.0545,15.09903,0.09532929
306295934516488192,1,0,19.5043,18.20778,17.52865,0.1133601
306298683295557632,1,0,19.80505,17.76411,16.78039,0.094426
306299507929278464,1,0,19.12611,17.73234,17.02319,0.1602293
306299782807185408,1,0,20.51468,18.77423,17.70779,0.1506625
306302531586254848,1,0,19.36426,17.98778,17.4349,0.06336549
306304455731603456,1,0,17.77934,16.58681,16.0984,0.04260117
306306379876952064,1,0,19.41201,17.99883,17.31133,0.09590062
306306654754859008,1,0,19.57369,18.03985,17.04294,0.09814361
306307754266486784,0,1,19.48867,17.40615,16.37748,0.09257647
306309128656021504,1,0,20.36233,18.36906,17.547,0.1530938
306309953289742336,1,0,19.60915,17.70056,16.73559,0.09488674
306310777923463168,1,0,18.82299,17.04602,16.1734,0.09346136
306311052801370112,1,0,20.20979,18.71077,17.75159,0.09389182
306311327679277056,1,0,20.10331,18.39988,17.69363,0.08411455
306314626214160384,1,0,18.55932,16.97001,16.25612,0.07159074
306316550359508992,1,0,19.00853,17.74066,17.19805,0.1125911
306317100115322880,1,0,19.82655,18.13742,17.14727,0.1121894
306317924749043712,1,0,20.69149,18.37006,17.56608,0.09249837
306321223283927040,1,0,18.83888,17.87063,17.11988,0.1257154
306322322795554816,1,0,17.22796,16.00047,15.4986,0.04346457
306322597673461760,1,0,18.9302,17.78409,17.05212,0.1380385
306322872551368704,1,0,18.50013,16.77818,15.93863,0.06286128
306323972062996480,0,1,18.90091,17.08498,16.12752,0.08444914
306326171086252032,1,0,19.63404,17.99742,16.99418,0.09463602
306328370109507584,1,0,18.71503,17.4393,16.57873,0.0610805
306329469621135360,1,0,19.817,18.07052,17.09473,0.0944965
306330019376949248,1,0,19.06318,17.55652,16.75518,0.06570753
306330294254856192,1,0,18.64839,17.23641,16.47076,0.1247399
306331118888577024,1,0,17.63405,16.42008,15.94174,0.03456711
306336616446715904,1,0,19.10189,18.14722,17.50477,0.1124182
306336891324622848,1,0,19.65557,18.27326,17.39888,0.09435146
306339365225785344,0,1,18.88891,17.17343,16.2748,0.09533425
306342114004854784,1,0,18.50929,17.06099,16.22754,0.06256464
306343213516482560,1,0,19.433,17.77851,16.96782,0.09541611
306349535708342272,1,0,19.43997,18.16149,17.41456,0.09624433
306350360342063104,1,0,19.79141,18.29224,17.49742,0.09815188
306350635219970048,0,1,20.35938,18.30366,17.449,0.05409241
306351184975783936,0,1,20.63854,19.20521,17.80018,0.2024835
306351459853690880,1,0,19.28538,17.44227,16.4395,0.09494146
306352834243225600,1,0,20.11447,18.66198,17.79591,0.07146045
306353658876946432,1,0,19.95947,18.43231,17.50417,0.1115661
306353933754853376,1,0,18.84076,17.74359,17.4931,0.03361765
306354483510667264,1,0,20.3201,18.61737,17.53349,0.1397697
306355033266481152,1,0,19.41508,17.96528,17.35718,0.0997624
306357232289736704,1,0,18.60884,17.31111,16.81139,0.06142335
306357782045550592,1,0,19.56584,17.45474,16.56868,0.07124799
306362729847875584,1,0,19.27045,18.25912,17.42831,0.1675089
306363829359503360,1,0,17.45435,16.39564,15.75504,0.09909666
306364104237410304,1,0,19.75005,18.80079,17.79822,0.09921622
306364379115317248,1,0,18.65366,17.62195,17.12934,0.0931733
306365478626945024,0,1,20.75685,18.58673,17.61617,0.09412367
306367402772293632,0,1,18.98683,17.12982,16.14917,0.1031016
306367952528107520,1,0,19.84078,18.37696,17.74171,0.09453972
306369052039735296,1,0,17.87472,16.87788,16.54264,0.02274756
306369326917642240,1,0,19.67161,18.05217,17.22743,0.09373917
306370151551363072,1,0,21.3192,18.30884,17.47348,0.09315642
306371800818804736,1,0,20.05655,18.20781,17.27719,0.09487051
306372350574618624,0,1,19.1579,17.29945,16.21373,0.09403592
306372625452525568,1,0,19.07825,17.96535,17.46597,0.09697206
306373999842060288,1,0,19.42873,17.95777,17.38482,0.09649263
306374274719967232,1,0,19.00406,17.67943,17.05863,0.09631827
306374549597874176,1,0,20.30676,18.62943,17.73496,0.09381181
306374824475781120,1,0,20.23991,18.47376,17.51077,0.09679966
306375649109501952,0,1,19.75653,18.17877,17.28629,0.09668781
306376198865315840,1,0,19.21292,18.06183,17.5822,0.09221534
306376748621129728,0,1,18.39875,16.35817,15.37912,0.09566244
306378123010664448,1,0,18.78857,17.62818,16.98572,0.09808512
306378672766478336,1,0,19.54591,18.13409,17.20273,0.1733422
306379497400199168,1,0,18.3702,17.43231,16.70444,0.09549566
306380047156013056,1,0,18.59234,17.45465,16.8836,0.09727432
306381421545547776,1,0,20.25867,18.22487,17.29708,0.09538377
306381696423454720,1,0,19.93083,18.60515,17.79923,0.09406938
306383070812989440,1,0,20.23881,18.47758,17.30324,0.1577481
306385269836244992,1,0,19.91488,18.17317,17.22693,0.09678821
306388018615314432,1,0,20.43438,19.03361,17.82519,0.1479786
306388568371128320,1,0,19.60635,18.62797,17.88293,0.09823938
306389118126942208,1,0,20.07785,18.23156,17.51172,0.1470674
306391866906011648,1,0,16.01961,14.8653,14.33876,0.02161491
306392141783918592,1,0,19.33581,18.31307,17.56927,0.1485441
306393516173453312,1,0,18.1543,16.64899,15.9204,0.09518765
306393791051360256,1,0,16.5891,15.22634,14.51952,0.02150348
306394340807174144,1,0,19.64053,18.14081,17.24445,0.08920039
306394890562988032,0,1,19.19983,17.08159,16.11726,0.09753571
306395990074615808,0,1,18.92833,17.16331,16.16213,0.09724288
306397364464150528,1,0,19.83683,18.07983,17.09521,0.09734684
306398463975778304,0,1,18.79142,16.58966,15.56672,0.09775499
306399563487406080,1,0,19.23927,17.61307,16.79397,0.09766387
306400388121126912,1,0,20.88976,18.72869,17.6312,0.1775293
306403411778103296,0,1,20.40652,18.64965,17.49711,0.169838
306403686656010240,1,0,19.37544,17.52453,16.71256,0.05620404
306403961533917184,1,0,19.4476,18.09819,17.58015,0.09763675
306405061045544960,0,1,20.72569,18.69066,17.75124,0.0985629
306405335923451904,1,0,18.15689,17.30689,17.0623,0.07232792
306406435435079680,1,0,18.808,17.77619,17.04511,0.1063788
306408909336242176,1,0,18.64196,16.94164,16.3543,0.05605672
306410558603683840,1,0,20.46105,18.50507,17.73465,0.1552665
306411658115311616,1,0,19.86569,17.83621,16.97639,0.1064721
306412482749032448,0,1,20.70139,19.14888,17.82324,0.2155775
306413857138567168,1,0,16.48642,15.3035,14.75595,0.02164586
306414681772288000,1,0,16.82213,15.35948,14.66062,0.03443834
306414956650194944,0,1,18.73191,17.2887,16.52329,0.03168469
306415506406008832,1,0,20.32282,18.5629,17.44743,0.1430607
306416056161822720,1,0,17.99674,16.97014,16.50797,0.05095989
306416331039729664,1,0,19.72981,18.17881,17.39739,0.1070656
306417155673450496,1,0,20.50679,18.73685,17.77345,0.09521759
306417430551357440,0,1,20.97157,18.99668,17.89874,0.1472937
306418530062985216,1,0,18.75191,17.55442,16.84912,0.09403078
306419079818799104,1,0,19.43369,17.80257,17.12342,0.1070964
306419354696706048,1,0,19.08651,17.76067,17.02116,0.07199551
306420729086240768,1,0,19.84772,18.41443,17.41334,0.1073147
307371806912702464,1,0,17.49617,16.44641,15.9739,0.07378269
307374830569678848,1,0,19.13934,17.64719,17.19252,0.0635918
307376479837120512,1,0,19.41606,18.48025,17.55176,0.1508875
307377579348748288,1,0,19.68632,18.01858,17.10417,0.0952765
307378953738283008,1,0,20.68037,18.85959,17.83013,0.1501351
307379503494096896,1,0,17.10038,15.72309,14.99663,0.02770622
307381152761538560,0,1,20.99062,18.78204,17.73261,0.09639085
307381702517352448,1,0,18.31845,17.09949,16.44708,0.08467862
307382252273166336,1,0,19.70697,18.46732,17.60943,0.1530027
307383351784794112,0,1,21.91911,19.05449,17.64363,0.2389265
307383901540608000,1,0,18.58377,17.4562,17.01824,0.04044293
307384726174328832,0,1,19.80457,18.1482,16.98362,0.152541
307385550808049664,1,0,21.70492,19.06524,17.85121,0.1148966
307386925197584384,1,0,19.33744,17.97596,17.38455,0.06515618
307388299587119104,0,1,18.65538,16.81362,15.84001,0.08450961
307388574465026048,0,1,17.89708,16.20189,15.32682,0.03587253
307388849342932992,1,0,19.44768,18.3697,17.79332,0.0832576
307389948854560768,1,0,18.87527,17.55494,16.74038,0.09557114
307391048366188544,1,0,19.19779,18.03207,17.50009,0.0848925
307391598122002432,1,0,19.74159,18.33924,17.4856,0.07247914
307392147877816320,0,1,18.1487,16.8277,16.18339,0.02795164
307392972511537152,1,0,19.08108,17.78145,17.00647,0.1144299
307393247389444096,1,0,19.4577,18.11883,17.54478,0.1151128
307394072023164928,1,0,19.35472,18.06753,17.26019,0.06423546
307396545924327424,1,0,24.98151,17.29657,16.42014,0.08575514
307397920313862144,1,0,18.56887,17.36456,16.78461,0.08540742
307398470069676032,1,0,20.478,18.41588,17.59298,0.1896299
307400119337117696,1,0,20.71123,18.55762,17.56942,0.1151684
307401768604559360,1,0,20.7188,18.85037,17.70903,0.1908925
307402868116187136,1,0,20.09013,17.90268,16.90295,0.09470126
307403967627814912,1,0,19.47861,18.14724,17.34123,0.135922
307404242505721856,1,0,18.28843,16.62712,16.04995,0.03306643
307405616895256576,1,0,18.77918,17.58599,17.23,0.046953
307406716406884352,1,0,18.80108,17.41572,16.71116,0.03308398
307406991284791296,1,0,20.17531,18.46157,17.45769,0.114393
307408915430139904,1,0,18.58182,17.15373,16.42221,0.05448327
307410839575488512,1,0,16.54029,15.0202,14.31161,0.03133979
307411389331302400,1,0,20.64096,18.42776,17.42727,0.116443
307413038598744064,1,0,19.30299,18.23969,17.70589,0.06500082
307414138110371840,1,0,20.19095,18.5342,17.63587,0.1154692
307416337133627392,1,0,20.19773,18.5148,17.67303,0.09436746
307417436645255168,1,0,18.05516,16.23936,15.43224,0.05050373
307417711523162112,1,0,20.30974,18.6014,17.66293,0.1074672
307418811034789888,1,0,17.51308,16.14374,15.49487,0.03397743
307419360790603776,1,0,17.86147,16.68684,16.25274,0.03404677
307419635668510720,1,0,19.54848,17.99911,17.04288,0.0948984
307419910546417664,1,0,19.32946,18.22813,17.3703,0.1503333
307423483959207936,1,0,19.55547,18.10184,17.6377,0.08698336
307426782494091264,0,1,18.24198,16.40615,15.50415,0.05055746
307427607127812096,1,0,18.78683,17.41269,16.76,0.08794599
307428706639439872,0,1,20.38962,19.07095,17.37953,0.2228232
307431455418509312,1,0,19.11623,18.11296,17.63329,0.1073524
307433104685950976,0,1,20.02837,18.09486,17.11737,0.0935001
307435578587113472,1,0,19.89138,18.37783,17.44733,0.107443
307437777610369024,1,0,18.91557,17.08547,16.2085,0.05187848
307439701755717632,1,0,19.25911,17.96758,17.31336,0.1399279
307440251511531520,0,1,20.05388,18.44743,17.39382,0.1150828
307440526389438464,1,0,23.76712,18.12869,17.35618,0.1299185
307441625901066240,1,0,20.18411,18.82486,17.74994,0.1799519
307442175656880128,1,0,17.99905,16.89979,16.61684,0.03525358
307442450534787072,1,0,19.7747,18.38716,17.54558,0.1183102
307445749069670400,1,0,18.54307,17.48515,16.72204,0.09474438
307446573703391232,1,0,19.54899,17.70336,16.75927,0.09401862
307447673215019008,0,1,19.62825,17.44178,16.26909,0.1079031
307451796383623168,1,0,19.044,17.78762,17.27656,0.09276517
307453445651064832,1,0,19.28494,18.18719,17.6185,0.09577663
307453995406878720,1,0,19.07255,17.28697,16.48716,0.09517123
307454545162692608,0,1,19.89321,18.19344,17.19426,0.1153134
307456744185948160,0,1,21.88654,18.48891,17.22229,0.1663234
307459767842924544,1,0,19.58717,18.28852,17.41397,0.09010641
307460592476645376,1,0,20.23849,17.30611,16.41031,0.08964867
307461691988273152,1,0,19.84945,18.41382,17.74614,0.0726056
307463066377807872,0,1,20.39986,17.99767,16.76676,0.1768197
307463891011528704,0,1,19.05942,17.1805,16.16979,0.1057171
307467189546412032,1,0,19.65789,18.05971,17.14345,0.09603637
307468289058039808,1,0,20.54878,18.31689,17.55234,0.09804756
307472412226643968,1,0,20.12263,18.5509,17.6485,0.1148231
307472687104550912,0,1,22.01759,18.50582,17.24892,0.145606
307472961982457856,1,0,19.47697,17.81806,16.85805,0.09667995
307474061494085632,1,0,18.83063,17.58425,16.91602,0.09626278
307476535395248128,1,0,20.24482,18.40703,17.61818,0.09638181
307482032953387008,0,1,20.40672,18.61305,17.45905,0.1863423
307482857587107840,1,0,18.89046,17.17192,16.36988,0.1069799
307483957098735616,0,1,20.50288,19.04353,17.69765,0.2178789
307485056610363392,1,0,19.71994,18.84892,17.91895,0.1869858
307485881244084224,1,0,19.22919,17.71277,17.02773,0.08866445
307486156121991168,1,0,19.77289,18.2728,17.33881,0.08881485
307486430999898112,1,0,17.54562,16.44637,15.90264,0.0288725
307486705877805056,1,0,19.5239,18.16801,17.53181,0.09454829
307486980755712000,1,0,18.82764,17.49459,16.83082,0.09711879
307488355145246720,1,0,18.07189,17.10066,16.82025,0.02840719
307490004412688384,1,0,20.09555,18.44885,17.60556,0.09692178
307492753191757824,1,0,20.2877,18.76389,17.79691,0.08915669
307493852703385600,1,0,18.90716,17.70979,16.96264,0.09558981
307494677337106432,0,1,18.58485,16.86907,15.95247,0.09947041
307494952215013376,1,0,18.63988,17.14312,16.31206,0.09934915
307497426116175872,1,0,15.78753,14.3319,13.63891,0.0286682
307497700994082816,1,0,18.42251,17.42214,17.08557,0.02863529
307497975871989760,0,1,18.34577,16.44329,15.52184,0.06474207
307498250749896704,1,0,16.6309,15.58458,15.13174,0.02836903
307500174895245312,0,1,19.55488,18.08026,17.11928,0.0971868
307502373918500864,1,0,18.96774,18.08037,17.1556,0.1427177
307502923674314752,0,1,20.78274,18.50439,17.56471,0.09746345
307503198552221696,1,0,20.52101,18.74408,17.92262,0.09487927
307503473430128640,0,1,19.24976,17.38701,16.44991,0.09760614
307505397575477248,1,0,19.52976,18.12993,17.35427,0.09776416
307505947331291136,1,0,20.99191,18.58036,17.52156,0.09676842
307506771965011968,1,0,18.28366,17.4003,16.8882,0.06542889
307509520744081408,1,0,19.429,17.90034,16.81731,0.1062578
307510620255709184,0,1,20.14334,18.69263,17.55138,0.160197
307510895133616128,0,1,20.97894,19.00884,17.77607,0.1837475
307511170011523072,1,0,19.88385,18.44039,17.85108,0.0723849
307512544401057792,1,0,20.63213,18.61206,17.81488,0.0874716
307515568058034176,0,1,19.0557,17.62976,16.57206,0.160743
307519416348731392,1,0,21.61403,18.97034,17.85326,0.1173905
307520240982452224,1,0,18.52706,17.21795,16.52039,0.06571065
307520790738266112,0,1,19.68256,18.2105,16.93051,0.1893846
307521890249893888,1,0,19.48877,18.15099,17.71303,0.03219977
307522165127800832,0,1,20.33594,18.11461,17.00484,0.1527226
307523814395242496,0,1,20.25962,18.20592,16.93652,0.1954959
307524639028963328,1,0,18.13779,17.17818,16.24198,0.06492368
307529586831288320,1,0,18.95634,17.54693,16.8867,0.1017605
307529861709195264,1,0,18.98288,17.67065,16.72165,0.1312082
307530136587102208,1,0,19.82015,18.52275,17.77845,0.1302869
307530686342916096,1,0,19.55756,18.44565,17.71231,0.09680837
307531236098729984,0,1,19.42234,17.21649,16.33324,0.0660208
307534809511520256,1,0,19.1752,17.48648,16.46041,0.06440401
307535359267334144,1,0,19.3014,17.71563,16.89575,0.06610333
307538932680124416,1,0,20.51771,18.51695,17.50544,0.1405639
307539482435938304,1,0,20.31612,18.65761,17.60911,0.1061746
307540032191752192,0,1,17.02656,15.29989,14.5306,0.03203462
307540856825473024,1,0,18.36758,17.17802,16.70577,0.05588527
307541681459193856,1,0,15.95594,14.56227,13.89976,0.02922444
307542780970821632,1,0,18.63164,17.56558,17.0385,0.09537528
307543055848728576,1,0,19.64245,18.26752,17.22458,0.1574254
307543880482449408,1,0,19.40014,18.17001,17.45766,0.1128251
307544705116170240,0,1,17.9726,16.15637,15.08284,0.0968341
307545254871984128,1,0,20.32864,18.59445,17.69769,0.0948553
307545529749891072,1,0,17.98369,16.52286,15.82726,0.08251377
307545804627798016,1,0,18.13772,17.07741,16.51742,0.02922927
308496881447626752,1,0,18.15878,17.18045,16.80225,0.02604637
308497156325533696,1,0,18.93396,17.4161,16.6905,0.1071537
308499630226696192,1,0,18.78793,17.95095,17.4265,0.03871459
308501554372044800,1,0,17.31637,16.04069,15.61979,0.03808925
308502928761579520,0,1,20.12652,17.95493,16.8567,0.149588
308504303151114240,1,0,19.14147,18.01036,17.33637,0.08483262
308504578029021184,1,0,19.65265,18.04183,17.27344,0.1155827
308506777052276736,1,0,19.10258,17.94777,17.40117,0.08320576
308507051930183680,1,0,19.89193,18.17439,17.24251,0.06058307
308507601685997568,0,1,20.7386,18.24423,16.79243,0.2130004
308509800709253120,1,0,20.96077,18.4724,17.55273,0.09862151
308512549488322560,1,0,18.01702,16.63374,16.18696,0.02878676
308512824366229504,1,0,23.81581,18.47273,17.28795,0.1350336
308515573145298944,1,0,18.26978,16.58511,15.92575,0.06012432
308517222412740608,1,0,19.79818,18.43927,17.69325,0.1223348
308518321924368384,1,0,19.65751,18.35237,17.6123,0.1257946
308518871680182272,0,1,17.46956,15.80831,15.02708,0.03899339
308519421435996160,1,0,21.02282,18.65881,17.74841,0.0806833
308520795825530880,0,1,19.60475,18.24499,16.8482,0.2502421
308522719970879488,1,0,20.72669,18.47753,17.5763,0.09591585
308523269726693376,1,0,20.28255,18.62046,17.82211,0.1328533
308524094360414208,0,1,21.19341,18.52493,17.28441,0.1383873
308524918994135040,1,0,19.49466,18.43587,17.68302,0.1281157
308526018505762816,1,0,20.31869,18.58011,17.62117,0.1279442
308526843139483648,0,1,18.80665,17.47222,16.26035,0.1383923
308527392895297536,1,0,20.40846,18.46813,17.49701,0.1281606
308527667773204480,1,0,19.07688,17.88453,17.31402,0.09483168
308528217529018368,1,0,19.09249,17.77052,17.14639,0.09530569
308532890453436416,1,0,19.80495,18.35932,17.67682,0.1253762
