#specObjID,spiral,elliptical,petroMag_u,petroMag_g,petroMag_r,z
308533440209250304,1,0,20.39189,18.67004,17.75029,0.09076775
308535364354598912,1,0,20.226,18.60763,17.68803,0.1384492
308536188988319744,1,0,18.3929,17.04628,16.64261,0.03641907
308536463866226688,1,0,19.49434,18.26635,17.59345,0.1385455
308536738744133632,0,1,19.76531,17.95998,16.83477,0.136159
308537563377854464,1,0,18.57636,17.31602,16.75789,0.07416783
308537838255761408,1,0,18.99634,17.75592,17.19463,0.09522899
308538388011575296,1,0,19.44639,17.95547,17.17371,0.1130077
308538937767389184,1,0,19.09718,17.78795,17.03969,0.1383506
308541411668551680,1,0,19.29269,17.98271,17.31364,0.08692535
308542511180179456,1,0,20.4852,18.7356,17.84189,0.1351049
308543060935993344,0,1,19.44238,17.96319,16.82366,0.1341061
308543335813900288,1,0,19.48483,18.23012,17.42419,0.1117112
308543610691807232,0,1,21.49358,17.73644,16.58156,0.1359963
308545534837155840,1,0,19.30143,17.97719,17.20216,0.1147309
308547733860411392,1,0,19.49385,18.05842,17.2678,0.1141676
308548558494132224,1,0,19.19167,17.83463,17.0934,0.0963623
308548833372039168,1,0,20.14438,18.36434,17.37383,0.1105957
308550207761573888,1,0,19.58556,17.9115,17.06875,0.08177026
308550482639480832,1,0,19.8083,18.49307,17.70614,0.1131507
308551032395294720,1,0,19.02013,17.67156,16.88081,0.1330486
308551307273201664,1,0,19.34878,17.65492,16.65215,0.0947874
308555430441805824,1,0,19.31533,17.91371,17.19789,0.08751033
308555980197619712,1,0,18.6736,17.06347,16.23268,0.075511
308556529953433600,0,1,18.32289,16.59909,15.56127,0.09515215
308558179220875264,1,0,19.24383,18.11427,17.40115,0.1339178
308558728976689152,1,0,16.6747,14.76926,13.9286,0.01876407
308559553610409984,1,0,19.37791,18.01623,17.67107,0.02335118
308560103366223872,1,0,18.85263,17.70224,17.16979,0.1103091
308561202877851648,1,0,19.26402,17.67253,16.96343,0.1327375
308562027511572480,0,1,15.44588,13.61716,12.7862,0.01870119
308563127023200256,0,1,20.45118,19.26204,17.88678,0.2549309
308564776290641920,1,0,19.27341,17.97937,17.38736,0.09270848
308565875802269696,0,1,21.30967,18.72262,17.6756,0.09774555
308566425558083584,1,0,19.86208,18.07349,17.12117,0.09397531
308566700435990528,0,1,19.30059,17.17203,16.13721,0.09521819
308567250191804416,1,0,22.45976,18.11449,17.20961,0.09658697
308568074825525248,1,0,20.51331,18.60761,17.81927,0.1354564
308568624581339136,1,0,20.0027,18.56531,17.71045,0.1301479
308568899459246080,1,0,19.26368,17.891,17.08258,0.09673434
308569724092966912,1,0,18.16086,16.97384,16.48754,0.09460202
308571373360408576,1,0,19.52985,18.30831,17.51324,0.09644731
308571648238315520,1,0,18.85518,17.64268,17.03164,0.1237914
308572197994129408,1,0,20.73069,18.71833,17.82261,0.126486
308572747749943296,1,0,17.9902,16.6911,16.33654,0.01908475
308575221651105792,1,0,19.58335,18.33226,17.6375,0.150111
308578520185989120,1,0,20.47324,18.52388,17.54982,0.08264595
308579619697616896,1,0,21.03811,18.91686,17.76021,0.1504898
308581268965058560,1,0,19.27918,17.98453,17.25411,0.1139037
308584017744128000,1,0,17.33223,16.2357,15.717,0.06510382
308584292622034944,1,0,19.75615,18.50115,17.47458,0.1612843
308585667011569664,1,0,19.17116,17.87035,17.1251,0.1166136
308587316279011328,0,1,20.03996,18.79431,17.30039,0.2301549
308588140912732160,1,0,19.91314,18.46729,17.63228,0.117244
308590889691801600,1,0,20.09921,17.88484,17.40119,0.05915563
308592538959243264,0,1,20.26981,17.5606,16.43496,0.122065
308595012860405760,1,0,20.15704,18.50357,17.68032,0.08264635
308595837494126592,1,0,19.66548,18.09837,17.06569,0.1196286
308597486761568256,1,0,19.09296,17.60571,16.85736,0.1084433
308598036517382144,1,0,19.74446,17.75537,16.73025,0.1175546
308598861151102976,1,0,20.1148,18.40178,17.44793,0.1197447
308601609930172416,1,0,19.42842,17.96795,17.25873,0.08118355
308602434563893248,1,0,19.08998,17.92065,17.11049,0.1216108
308602984319707136,1,0,18.99515,18.05991,17.59454,0.11535
308603534075521024,1,0,18.89711,17.79774,17.12152,0.1218275
308604083831334912,0,1,22.62062,18.95015,17.65483,0.1877297
308605183342962688,1,0,19.64793,17.38354,16.63691,0.04987152
308607107488311296,1,0,18.21659,17.20918,16.75725,0.0590397
308611780412729344,1,0,19.34766,17.51779,16.72015,0.05914621
308612879924357120,1,0,19.41019,18.0952,17.04812,0.09729245
308613429680171008,0,1,20.02843,18.1751,17.03735,0.141596
308614529191798784,1,0,19.0397,17.70701,17.05558,0.1078745
308615078947612672,0,1,17.67686,16.01043,15.07216,0.0659151
308615903581333504,0,1,18.56348,17.02396,16.02944,0.09523287
308616453337147392,1,0,19.69474,18.44955,17.47436,0.1420716
308616728215054336,1,0,18.08313,16.47246,15.55424,0.08006289
308617003092961280,1,0,19.24504,17.72086,17.02427,0.08263596
308617552848775168,1,0,19.74436,18.01278,17.33403,0.08199852
308617827726682112,1,0,19.50453,17.73768,17.06845,0.1160028
308618652360402944,1,0,19.18958,17.54823,16.63354,0.1117842
308620576505751552,1,0,20.53179,18.57519,17.85898,0.1070257
308624149918541824,0,1,19.6084,17.69949,16.56931,0.1321328
308624699674355712,1,0,20.75464,18.83043,17.73391,0.1305745
308625249430169600,1,0,20.16012,18.65245,17.74413,0.1193536
308625524308076544,1,0,18.33727,16.96499,16.19792,0.09736669
308626074063890432,1,0,17.93127,16.82289,16.31851,0.05120463
308626623819704320,1,0,17.37182,15.78618,14.93208,0.06582478
308626898697611264,0,1,19.63112,17.64245,16.56227,0.1328742
308629372598773760,0,1,19.90866,18.78769,17.60649,0.260507
308631296744122368,1,0,19.10001,18.05218,17.57079,0.06061528
308632396255750144,1,0,20.5104,18.34625,17.289,0.12695
308633495767377920,0,1,20.11543,18.48522,17.36582,0.1884804
308634045523191808,1,0,18.13496,16.7528,16.13108,0.0650432
308634595279005696,1,0,19.97663,18.31452,17.78909,0.1219759
308636519424354304,1,0,15.71889,14.75821,14.42225,0.01879655
308637344058075136,1,0,19.9705,18.20159,17.1736,0.1242537
308638993325516800,1,0,19.65541,18.45988,17.76217,0.1280078
308639543081330688,1,0,19.5806,18.56382,17.55078,0.1267602
308640092837144576,1,0,19.68612,18.48737,17.877,0.1329101
308640917470865408,1,0,18.56376,17.07137,16.46409,0.1072152
308641467226679296,1,0,19.24771,18.02335,17.28924,0.1063912
308644765761562624,1,0,20.80382,18.35666,17.38711,0.1064261
308645315517376512,0,1,19.13471,17.32795,16.03941,0.125503
308645590395283456,0,1,21.18133,18.91017,17.68695,0.2191792
308646964784818176,0,1,21.05822,19.04824,17.59394,0.219485
308647514540632064,0,1,20.45521,18.83622,17.8503,0.1511697
308648888930166784,1,0,19.38722,17.88711,17.00574,0.114823
308650538197608448,1,0,20.23923,18.62755,17.55053,0.1267679
308656310633654272,1,0,18.64191,17.09326,16.43371,0.0946622
308658509656909824,1,0,19.12727,17.3917,16.55206,0.123904
308659609168537600,1,0,19.5425,18.11538,17.34624,0.1616885
308659884046444544,0,1,19.94329,17.85166,16.86566,0.1277053
308660708680165376,1,0,17.64115,16.25855,15.52142,0.07979456
308660983558072320,1,0,20.72696,18.56197,17.41513,0.1252071
308661533313886208,1,0,19.50385,18.21529,17.69273,0.08175586
308662357947607040,1,0,18.52341,17.06434,16.28565,0.09888165
308662907703420928,1,0,17.92443,16.31291,15.56086,0.07207082
308664556970862592,0,1,17.67298,15.95295,15.09063,0.07125236
308665656482490368,1,0,19.72148,18.33028,17.80429,0.07118442
308668955017373696,1,0,19.53966,18.11595,17.3204,0.08039118
308670329406908416,1,0,18.45744,17.29655,16.70125,0.08136459
308671154040629248,1,0,18.62203,17.35096,16.69619,0.09914839
308671703796443136,1,0,18.57606,17.6401,17.24695,0.1000495
308672253552257024,1,0,19.23853,18.07506,17.63392,0.08127768
308672528430163968,1,0,19.18866,17.45929,16.69294,0.08126306
309622781304137728,1,0,19.84442,18.25704,17.29863,0.106966
309627179350648832,1,0,18.43809,17.36176,16.89701,0.03723248
309628003984369664,1,0,19.85155,18.29525,17.42255,0.08220433
309628278862276608,0,1,18.99832,17.48747,16.31675,0.1478106
309629653251811328,1,0,19.6118,18.65507,17.74261,0.09438619
309631027641346048,1,0,20.68609,18.74468,17.79815,0.09347618
